Molecule,Manufacturer,Product,MIDAS Corporation,Corporation,ATC4,ATC3,ATC2,ATC1,Total Market,Market,Molecule Combination Type,Launch Year,Strength,Pack,Launch Date,Retail Price,NFC1,NFC2,NFC3,2022 LC Value,2022 Units,2023 LC Value,2023 Units,2024 LC Value,2024 Units,2025 LC Value,2025 Units,2026 LC Value,2026 Units
TAURINE,FRESENIUS KABI,AMINOVEN,FRESENIUS,FRESENIUS KABI*,K01E1 AMINO ACID STANDARD SOLS,K01E AMINO-ACID SOLUTIONS,K01 INTRAVENOUS SOLUTIONS,K0 HOSPITAL SOLUTIONS,TOTAL MARKET,PRIVATE MARKET,COMBI,2009.0,0010%,INFUS.BOTTLE 10 % 1 500 ML,200903,73.0,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQC PARENT ORD INF VIALS/BOTTLES,239440.0,3280.0,315068.0,4316.0,277181.0,3797.0,296745.0,4065.0,102054.0,1398.0
TAURINE,FRESENIUS KABI,AMINOVEN,FRESENIUS,FRESENIUS KABI*,K01E1 AMINO ACID STANDARD SOLS,K01E AMINO-ACID SOLUTIONS,K01 INTRAVENOUS SOLUTIONS,K0 HOSPITAL SOLUTIONS,TOTAL MARKET,PRIVATE MARKET,COMBI,2014.0,0010%,INFUS.BOTTLE 10 % 1 250 ML,201410,35.5,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQC PARENT ORD INF VIALS/BOTTLES,222942.0,6280.0,57262.0,1613.0,74657.0,2103.0,163975.0,4619.0,40825.0,1150.0
TAURINE,FRESENIUS KABI,AMINOVEN,FRESENIUS,FRESENIUS KABI*,K01E1 AMINO ACID STANDARD SOLS,K01E AMINO-ACID SOLUTIONS,K01 INTRAVENOUS SOLUTIONS,K0 HOSPITAL SOLUTIONS,TOTAL MARKET,PRIVATE MARKET,COMBI,2020.0,0015%,INFUS.BOTTLE 15 % 1 500 ML,202003,39.73,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQC PARENT ORD INF VIALS/BOTTLES,408742.0,10288.0,242353.0,6100.0,274534.0,6910.0,395711.0,9960.0,79460.0,2000.0
TAURINE,FRESENIUS KABI,AMINOVEN INFANT,FRESENIUS,FRESENIUS KABI*,K01E5 PAEDIATRIC AMINO-ACID SOL,K01E AMINO-ACID SOLUTIONS,K01 INTRAVENOUS SOLUTIONS,K0 HOSPITAL SOLUTIONS,TOTAL MARKET,LPO,COMBI,2014.0,0010%,INFUS.BOTTLE 10 % 1 100 ML,201411,52.0,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQC PARENT ORD INF VIALS/BOTTLES,400400.0,7700.0,63960.0,1230.0,301600.0,5800.0,110240.0,2120.0,52000.0,1000.0
TAURINE,FRESENIUS KABI,AMINOVEN INFANT,FRESENIUS,FRESENIUS KABI*,K01E5 PAEDIATRIC AMINO-ACID SOL,K01E AMINO-ACID SOLUTIONS,K01 INTRAVENOUS SOLUTIONS,K0 HOSPITAL SOLUTIONS,TOTAL MARKET,PRIVATE MARKET,COMBI,2014.0,0010%,INFUS.BOTTLE 10 % 1 100 ML,201411,52.0,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQC PARENT ORD INF VIALS/BOTTLES,447928.0,8614.0,454948.0,8749.0,441948.0,8499.0,667316.0,12833.0,150644.0,2897.0
TAURINE,FRESENIUS KABI,SMOFKABIVEN CNTRL,FRESENIUS,FRESENIUS KABI*,K01D2 FAT EMULSIONS. COMBINAT,K01D FAT EMULSIONS. INCL TPN,K01 INTRAVENOUS SOLUTIONS,K0 HOSPITAL SOLUTIONS,TOTAL MARKET,LPO,COMBI,2024.0,0000,BAG INF 1 1477 ML,202410,303.37,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQE PARENT ORD INFUSION BAGS,,,,,184449.0,608.0,1368806.0,4512.0,291235.0,960.0
TAURINE,FRESENIUS KABI,SMOFKABIVEN CNTRL,FRESENIUS,FRESENIUS KABI*,K01D2 FAT EMULSIONS. COMBINAT,K01D FAT EMULSIONS. INCL TPN,K01 INTRAVENOUS SOLUTIONS,K0 HOSPITAL SOLUTIONS,TOTAL MARKET,LPO,COMBI,2024.0,0000,BAG INF 1 1970 ML,202410,346.75,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQE PARENT ORD INFUSION BAGS,,,,,,,11096.0,32.0,4161.0,12.0
TAURINE,FRESENIUS KABI,SMOFKABIVEN CNTRL,FRESENIUS,FRESENIUS KABI*,K01D2 FAT EMULSIONS. COMBINAT,K01D FAT EMULSIONS. INCL TPN,K01 INTRAVENOUS SOLUTIONS,K0 HOSPITAL SOLUTIONS,TOTAL MARKET,LPO,COMBI,2024.0,0000,BAG INF 1 2463 ML,202411,381.7,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQE PARENT ORD INFUSION BAGS,,,,,,,113365.0,297.0,,
TAURINE,FRESENIUS KABI,SMOFKABIVEN CNTRL,FRESENIUS,FRESENIUS KABI*,K01D2 FAT EMULSIONS. COMBINAT,K01D FAT EMULSIONS. INCL TPN,K01 INTRAVENOUS SOLUTIONS,K0 HOSPITAL SOLUTIONS,TOTAL MARKET,PRIVATE MARKET,COMBI,2024.0,0000,BAG INF 1 1477 ML,202410,303.37,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQE PARENT ORD INFUSION BAGS,,,,,6674.0,22.0,160181.0,528.0,,
TAURINE,FRESENIUS KABI,SMOFKABIVEN CNTRL,FRESENIUS,FRESENIUS KABI*,K01D2 FAT EMULSIONS. COMBINAT,K01D FAT EMULSIONS. INCL TPN,K01 INTRAVENOUS SOLUTIONS,K0 HOSPITAL SOLUTIONS,TOTAL MARKET,PRIVATE MARKET,COMBI,2024.0,0000,BAG INF 1 1970 ML,202410,346.75,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQE PARENT ORD INFUSION BAGS,,,,,62762.0,181.0,255209.0,736.0,24967.0,72.0
TAURINE,FRESENIUS KABI,SMOFKABIVEN CNTRL,FRESENIUS,FRESENIUS KABI*,K01D2 FAT EMULSIONS. COMBINAT,K01D FAT EMULSIONS. INCL TPN,K01 INTRAVENOUS SOLUTIONS,K0 HOSPITAL SOLUTIONS,TOTAL MARKET,PRIVATE MARKET,COMBI,2024.0,0000,BAG INF 1 2463 ML,202411,381.7,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQE PARENT ORD INFUSION BAGS,,,,,19085.0,50.0,306121.0,802.0,116419.0,305.0
TAURINE,FRESENIUS KABI,SMOFKABIVEN PERIPH,FRESENIUS,FRESENIUS KABI*,K01D2 FAT EMULSIONS. COMBINAT,K01D FAT EMULSIONS. INCL TPN,K01 INTRAVENOUS SOLUTIONS,K0 HOSPITAL SOLUTIONS,TOTAL MARKET,LPO,COMBI,2018.0,0000,EMUL INF BAG 1 1904 ML,201807,207.0,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQE PARENT ORD INFUSION BAGS,404892.0,1956.0,360594.0,1742.0,387090.0,1870.0,517500.0,2500.0,149040.0,720.0
TAURINE,FRESENIUS KABI,SMOFKABIVEN PERIPH,FRESENIUS,FRESENIUS KABI*,K01D2 FAT EMULSIONS. COMBINAT,K01D FAT EMULSIONS. INCL TPN,K01 INTRAVENOUS SOLUTIONS,K0 HOSPITAL SOLUTIONS,TOTAL MARKET,LPO,COMBI,2019.0,0000,EMUL INF BAG 1 1448 ML,201901,170.0,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQE PARENT ORD INFUSION BAGS,566100.0,3330.0,584460.0,3438.0,635800.0,3740.0,348160.0,2048.0,172720.0,1016.0
TAURINE,FRESENIUS KABI,SMOFKABIVEN PERIPH,FRESENIUS,FRESENIUS KABI*,K01D2 FAT EMULSIONS. COMBINAT,K01D FAT EMULSIONS. INCL TPN,K01 INTRAVENOUS SOLUTIONS,K0 HOSPITAL SOLUTIONS,TOTAL MARKET,PRIVATE MARKET,COMBI,2018.0,0000,EMUL INF BAG 1 1904 ML,201807,207.0,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQE PARENT ORD INFUSION BAGS,584568.0,2824.0,354798.0,1714.0,371772.0,1796.0,355419.0,1717.0,89424.0,432.0
TAURINE,FRESENIUS KABI,SMOFKABIVEN PERIPH,FRESENIUS,FRESENIUS KABI*,K01D2 FAT EMULSIONS. COMBINAT,K01D FAT EMULSIONS. INCL TPN,K01 INTRAVENOUS SOLUTIONS,K0 HOSPITAL SOLUTIONS,TOTAL MARKET,PRIVATE MARKET,COMBI,2019.0,0000,EMUL INF BAG 1 1448 ML,201901,170.0,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQE PARENT ORD INFUSION BAGS,464610.0,2733.0,669290.0,3937.0,635290.0,3737.0,490450.0,2885.0,166090.0,977.0
TAURINE,GRENADE,GRENADE BLACK OPS,GRENADE LTD,GRENADE*,V06A0 SLIMMING PREPARATIONS,V06A SLIMMING PREPARATIONS,V06 GENERAL NUTRIENTS,V0 VARIOUS,TOTAL MARKET,PRIVATE MARKET,COMBI,2020.0,0000,CAPS 100,202004,222.86,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,57721.0,259.0,38111.0,171.0,9583.0,43.0,,,,
TAURINE,MARTINEZ NIETO,VISION-HELP,MARTINEZ NIETO,MARNYS,S01M0 EYE TONICS&EYE VITAMINS,S01M EYE TONICS&EYE VITAMINS,S01 OPHTHALMOLOGICALS,S0 SENSORY ORGANS,TOTAL MARKET,PRIVATE MARKET,COMBI,2013.0,0000,CAPS 30,201302,128.0,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,13312.0,104.0,7680.0,60.0,22016.0,172.0,6400.0,50.0,,
TAURINE,MEDIBASE SRL,KLAMOREX,MEDIBASE,MEDIBASE SRL,A13A2 ALL OTHER TONICS,A13A TONICS,A13 TONICS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,COMBI,2017.0,0000,SYRUP 1 200 ML,201712,87.0,D ORAL LIQUID ORDINARY,DG ORAL L ORD LIQUIDS,DGM ORAL L ORD SYRUPS,2697.0,31.0,,,,,41934.0,482.0,12180.0,140.0
TAURINE,NATURES ONLY,DOUBLE BULL,NATURES ONLY,NATURES ONLY,A13A2 ALL OTHER TONICS,A13A TONICS,A13 TONICS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,COMBI,2024.0,0000,TABLET 30,202411,169.65,A ORAL SOLID ORDINARY,AA ORAL S ORD TABLETS,AAA ORAL S ORD TABLETS,,,,,339.0,2.0,2376.0,14.0,,
TAURINE,NOVAX PHARMA,NAVIBLEF TTO,NOVAX PHARMA,NOVAX PHARMA*,S01X2 OTH OPHTHALM TOPICAL,S01X OTHER OPHTHALMOLOGICALS,S01 OPHTHALMOLOGICALS,S0 SENSORY ORGANS,TOTAL MARKET,PRIVATE MARKET,COMBI,2025.0,0000,DLY CR EL FM 1 50 ML,202502,79.0,N OPHTHALMIC,NG OPHTHALMIC LIQUIDS,NGA OPHTHALMIC LIQUIDS,,,,,,,51903.0,657.0,4740.0,60.0
TAURINE,NOVAX PHARMA,NAVIBLEF TTO,NOVAX PHARMA,NOVAX PHARMA*,S01X2 OTH OPHTHALM TOPICAL,S01X OTHER OPHTHALMOLOGICALS,S01 OPHTHALMOLOGICALS,S0 SENSORY ORGANS,TOTAL MARKET,PRIVATE MARKET,COMBI,2025.0,0000,INT CR EL FM 1 50 ML,202502,79.0,N OPHTHALMIC,NG OPHTHALMIC LIQUIDS,NGA OPHTHALMIC LIQUIDS,,,,,,,58934.0,746.0,1264.0,16.0
TAURINE,PHARMA FORCE LAB,HEALTH OK,PHARMA FORCE LAB,MANKIND PHARMA,A11A4 MVIT + MIN OTHERS,A11A MULTIVITAMINS + MINERALS,A11 VITAMINS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,COMBI,2025.0,0000,TABS 30,202506,17.85,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,,,,,,,51605.0,2891.0,500.0,28.0
TAURINE,PHARMED,SUPRA,PHARMED,PHARMED,G04X0 ALL OTH UROLOGICAL PRODS,G04X ALL OTH UROLOGICAL PRODS,G04 UROLOGICALS,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,PRIVATE MARKET,COMBI,2023.0,0000,CAPSULE 120,202304,186.47,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,,,111324.0,597.0,276536.0,1483.0,12493.0,67.0,7646.0,41.0
TAURINE,PURITANS PRIDE,DIABETIC SUPP.FORM,NESTLE,PURITANS PRIDE,A10X9 OTH DRG USED IN DIABETES,A10X OTHER DRUGS FOR DIABETES,A10 DRUGS USED IN DIABETES,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,COMBI,2013.0,0000,TABS 60,201306,149.0,A ORAL SOLID ORDINARY,AA ORAL S ORD TABLETS,AAA ORAL S ORD TABLETS,,,19370.0,130.0,13112.0,88.0,7599.0,51.0,,
TAURINE,SURVEAL,MAGNETREX,SURVEAL,SURVEAL,A12C1 MAGNESIUM SUPPLEMENTS,A12C OTHER MINERAL SUPPLEMENTS,A12 MINERAL SUPPLEMENTS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,COMBI,2017.0,0000,TABS 30,201709,0.01,A ORAL SOLID ORDINARY,AA ORAL S ORD TABLETS,AAA ORAL S ORD TABLETS,4.0,445.0,4.0,311.0,,,7.0,546.0,1.0,107.0
TAURINE,UNILAB,GROWEE,UNILAB,UNILAB,A11B2 MVIT W/O MIN PAEDIATRIC,A11B MULTIVIT WITHOUT MINERALS,A11 VITAMINS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,COMBI,2014.0,0000,DROPS 1 15 ML,201405,16.0,D ORAL LIQUID ORDINARY,DG ORAL L ORD LIQUIDS,DGB ORAL L ORD DROPS,1104.0,69.0,2608.0,163.0,2000.0,125.0,2208.0,138.0,560.0,35.0
TAURINE,UNILAB,GROWEE,UNILAB,UNILAB,A11B2 MVIT W/O MIN PAEDIATRIC,A11B MULTIVIT WITHOUT MINERALS,A11 VITAMINS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,COMBI,2014.0,0000,SYRUP 1 120 ML,201405,38.0,D ORAL LIQUID ORDINARY,DG ORAL L ORD LIQUIDS,DGM ORAL L ORD SYRUPS,15086.0,397.0,15694.0,413.0,6878.0,181.0,21964.0,578.0,5130.0,135.0
TAURINE,UNILAB,TIKI-TIKI STAR,UNILAB,UNILAB,A11B2 MVIT W/O MIN PAEDIATRIC,A11B MULTIVIT WITHOUT MINERALS,A11 VITAMINS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,COMBI,2012.0,0000,SYRUP 1 120 ML,201210,15.0,D ORAL LIQUID ORDINARY,DG ORAL L ORD LIQUIDS,DGM ORAL L ORD SYRUPS,9000.0,600.0,14280.0,952.0,14970.0,998.0,12750.0,850.0,4065.0,271.0
TAZOBACTAM,AUROBINDO,LINTAZ,AUROBINDO,AUROBINDO,J01C2 BROAD SPECT PENICILL INJ,J01C BROAD SPECTRUM PENICILLIN,J01 SYSTEMIC ANTIBACTERIALS,J0 SYSTEMIC ANTI-INFECTIVES,TOTAL MARKET,LPO,COMBI,2018.0,0.50G,V.DRY 4G/ .50 G 1,201802,41.0,F PARENTERAL ORDINARY,FP PARENT ORD VIALS,FPB PARENT ORD DRY VIALS,1230000.0,30000.0,246000.0,6000.0,1655170.0,40370.0,2450119.0,59759.0,807208.0,19688.0
TAZOBACTAM,AUROBINDO,LINTAZ,AUROBINDO,AUROBINDO,J01C2 BROAD SPECT PENICILL INJ,J01C BROAD SPECTRUM PENICILLIN,J01 SYSTEMIC ANTIBACTERIALS,J0 SYSTEMIC ANTI-INFECTIVES,TOTAL MARKET,PRIVATE MARKET,COMBI,2018.0,0.50G,V.DRY 4G/ .50 G 1,201802,41.0,F PARENTERAL ORDINARY,FP PARENT ORD VIALS,FPB PARENT ORD DRY VIALS,6560.0,160.0,473714.0,11554.0,2501.0,61.0,2113796.0,51556.0,98482.0,2402.0
TAZOBACTAM,FRESENIUS KABI,PIPERACILLIN/TAZOB,FRESENIUS,FRESENIUS KABI*,J01C2 BROAD SPECT PENICILL INJ,J01C BROAD SPECTRUM PENICILLIN,J01 SYSTEMIC ANTIBACTERIALS,J0 SYSTEMIC ANTI-INFECTIVES,TOTAL MARKET,PRIVATE MARKET,COMBI,2026.0,0.50G,DRY V.INF 4G .50 G 1 50 ML,202602,499.0,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQD PARENT ORD INF DRY VIAL/BOTTLE,,,,,,,,,114770.0,230.0
TAZOBACTAM,HIKMA,PRIZMA,HIKMA PHARMA,HIKMA PLC,J01C2 BROAD SPECT PENICILL INJ,J01C BROAD SPECTRUM PENICILLIN,J01 SYSTEMIC ANTIBACTERIALS,J0 SYSTEMIC ANTI-INFECTIVES,TOTAL MARKET,LPO,COMBI,2016.0,0004G,VIAL DRY 4 G /0.5 1,201609,51.0,F PARENTERAL ORDINARY,FP PARENT ORD VIALS,FPB PARENT ORD DRY VIALS,102051.0,2001.0,15300.0,300.0,192780.0,3780.0,561306.0,11006.0,,
TAZOBACTAM,HIKMA,PRIZMA,HIKMA PHARMA,HIKMA PLC,J01C2 BROAD SPECT PENICILL INJ,J01C BROAD SPECTRUM PENICILLIN,J01 SYSTEMIC ANTIBACTERIALS,J0 SYSTEMIC ANTI-INFECTIVES,TOTAL MARKET,PRIVATE MARKET,COMBI,2016.0,0004G,VIAL DRY 4 G /0.5 1,201609,51.0,F PARENTERAL ORDINARY,FP PARENT ORD VIALS,FPB PARENT ORD DRY VIALS,2620635.0,51385.0,1454265.0,28515.0,1931829.0,37879.0,901782.0,17682.0,,
TAZOBACTAM,MERCK SHARP DOHME,ZERBAXA,MERCK & CO,MSD,J01D2 CEPHALOSPORINS INJECT,J01D CEPHALOSPORINS,J01 SYSTEMIC ANTIBACTERIALS,J0 SYSTEMIC ANTI-INFECTIVES,TOTAL MARKET,LPO,COMBI,2017.0,0000,VIAL INF.DRY 10 20 ML,201706,4838.5,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQD PARENT ORD INF DRY VIAL/BOTTLE,6464238.0,1336.0,4340135.0,897.0,8438347.0,1744.0,8148038.0,1684.0,2172487.0,449.0
TAZOBACTAM,MERCK SHARP DOHME,ZERBAXA,MERCK & CO,MSD,J01D2 CEPHALOSPORINS INJECT,J01D CEPHALOSPORINS,J01 SYSTEMIC ANTIBACTERIALS,J0 SYSTEMIC ANTI-INFECTIVES,TOTAL MARKET,PRIVATE MARKET,COMBI,2017.0,0000,VIAL INF.DRY 10 20 ML,201706,4838.5,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQD PARENT ORD INF DRY VIAL/BOTTLE,5269129.0,1089.0,6851319.0,1416.0,7872243.0,1627.0,7910950.0,1635.0,2593437.0,536.0
TAZOBACTAM,PFIZER,TAZOCIN,PFIZER,PFIZER*,J01C2 BROAD SPECT PENICILL INJ,J01C BROAD SPECTRUM PENICILLIN,J01 SYSTEMIC ANTIBACTERIALS,J0 SYSTEMIC ANTI-INFECTIVES,TOTAL MARKET,LPO,COMBI,2003.0,4.50G,VIAL INF.DRY 4.50 G 1,200304,102.5,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQD PARENT ORD INF DRY VIAL/BOTTLE,3075000.0,30000.0,2562500.0,25000.0,10967501.0,107000.0,3671449.0,35819.0,,
TAZOBACTAM,PFIZER,TAZOCIN,PFIZER,PFIZER*,J01C2 BROAD SPECT PENICILL INJ,J01C BROAD SPECTRUM PENICILLIN,J01 SYSTEMIC ANTIBACTERIALS,J0 SYSTEMIC ANTI-INFECTIVES,TOTAL MARKET,LPO,COMBI,2007.0,2.25G,VIAL INF.DRY 2.25 G 1,200706,52.5,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQD PARENT ORD INF DRY VIAL/BOTTLE,1050000.0,20000.0,393750.0,7500.0,191625.0,3650.0,84000.0,1600.0,,
TAZOBACTAM,PFIZER,TAZOCIN,PFIZER,PFIZER*,J01C2 BROAD SPECT PENICILL INJ,J01C BROAD SPECTRUM PENICILLIN,J01 SYSTEMIC ANTIBACTERIALS,J0 SYSTEMIC ANTI-INFECTIVES,TOTAL MARKET,PRIVATE MARKET,COMBI,2003.0,4.50G,VIAL INF.DRY 4.50 G 1,200304,102.5,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQD PARENT ORD INF DRY VIAL/BOTTLE,103836.0,1013.0,58530.0,571.0,36699.0,358.0,15377.0,150.0,3178.0,31.0
TAZOBACTAM,SANDOZ,PIPERACILLIN/TAZOB,SANDOZ,SANDOZ,J01C2 BROAD SPECT PENICILL INJ,J01C BROAD SPECTRUM PENICILLIN,J01 SYSTEMIC ANTIBACTERIALS,J0 SYSTEMIC ANTI-INFECTIVES,TOTAL MARKET,LPO,COMBI,2015.0,4.50G,VIAL DRY 4.50 G 1,201503,59.0,F PARENTERAL ORDINARY,FP PARENT ORD VIALS,FPB PARENT ORD DRY VIALS,7675900.0,130100.0,8756131.0,148409.0,7044777.0,119403.0,16427783.0,278437.0,1071204.0,18156.0
TAZOBACTAM,SANDOZ,PIPERACILLIN/TAZOB,SANDOZ,SANDOZ,J01C2 BROAD SPECT PENICILL INJ,J01C BROAD SPECTRUM PENICILLIN,J01 SYSTEMIC ANTIBACTERIALS,J0 SYSTEMIC ANTI-INFECTIVES,TOTAL MARKET,PRIVATE MARKET,COMBI,2015.0,4.50G,VIAL DRY 4.50 G 1,201503,59.0,F PARENTERAL ORDINARY,FP PARENT ORD VIALS,FPB PARENT ORD DRY VIALS,7591884.0,128676.0,10693573.0,181247.0,12330646.0,208994.0,13391643.0,226977.0,4387830.0,74370.0
TECLISTAMAB,JANSSEN,TECVAYLI,JOHNSON & JOHNSON,JOHNSON & JOHNSON*,L01G9 MAB A-NEOPLASTIC OTHER,L01G MAB ANTINEOPLASTICS,L01 ANTINEOPLASTICS,L0 ANTINEOPLAST+IMMUNOMODUL,TOTAL MARKET,LPO,MONO,2023.0,0030MG,VIAL SC 30 MG 1 3 ML,202312,4744.5,F PARENTERAL ORDINARY,FP PARENT ORD VIALS,FPE PARENT ORD SC VIALS,,,9489.0,2.0,18978.0,4.0,71169.0,15.0,14234.0,3.0
TECLISTAMAB,JANSSEN,TECVAYLI,JOHNSON & JOHNSON,JOHNSON & JOHNSON*,L01G9 MAB A-NEOPLASTIC OTHER,L01G MAB ANTINEOPLASTICS,L01 ANTINEOPLASTICS,L0 ANTINEOPLAST+IMMUNOMODUL,TOTAL MARKET,LPO,MONO,2024.0,0153MG,VIAL SC 153 MG 1 1.70 ML,202402,24197.0,F PARENTERAL ORDINARY,FP PARENT ORD VIALS,FPE PARENT ORD SC VIALS,,,,,24197.0,1.0,508137.0,21.0,556531.0,23.0
TECLISTAMAB,JANSSEN,TECVAYLI,JOHNSON & JOHNSON,JOHNSON & JOHNSON*,L01G9 MAB A-NEOPLASTIC OTHER,L01G MAB ANTINEOPLASTICS,L01 ANTINEOPLASTICS,L0 ANTINEOPLAST+IMMUNOMODUL,TOTAL MARKET,PRIVATE MARKET,MONO,2023.0,0030MG,VIAL SC 30 MG 1 3 ML,202312,4744.5,F PARENTERAL ORDINARY,FP PARENT ORD VIALS,FPE PARENT ORD SC VIALS,,,,,18978.0,4.0,47446.0,10.0,71168.0,15.0
TECLISTAMAB,JANSSEN,TECVAYLI,JOHNSON & JOHNSON,JOHNSON & JOHNSON*,L01G9 MAB A-NEOPLASTIC OTHER,L01G MAB ANTINEOPLASTICS,L01 ANTINEOPLASTICS,L0 ANTINEOPLAST+IMMUNOMODUL,TOTAL MARKET,PRIVATE MARKET,MONO,2024.0,0153MG,VIAL SC 153 MG 1 1.70 ML,202402,24197.0,F PARENTERAL ORDINARY,FP PARENT ORD VIALS,FPE PARENT ORD SC VIALS,,,,,266167.0,11.0,580728.0,24.0,459743.0,19.0
TEDUGLUTIDE,SHIRE PHARMACEUT.,REVESTIVE,TAKEDA,SHIRE PHARMACEUT.,A16A0 OTHER METABOLIC PRODUCTS,A16A OTHER METABOLIC PRODUCTS,A16 OTHER METABOLIC PRODUCTS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,LPO,MONO,2024.0,1.25MG,VIAL DRY SC 1.25 MG 28,202401,49504.86,F PARENTERAL ORDINARY,FP PARENT ORD VIALS,FPB PARENT ORD DRY VIALS,,,,,297030.0,6.0,,,,
TEICOPLANIN,HIKMA,TEICOPLANIN,HIKMA PHARMA,HIKMA PLC,J01X1 GLYCOPEPTIDE ANTIBACT.,J01X OTHER ANTIBACTERIALS,J01 SYSTEMIC ANTIBACTERIALS,J0 SYSTEMIC ANTI-INFECTIVES,TOTAL MARKET,LPO,MONO,2023.0,0200MG,DRY VIAL IV 200 MG 1,202311,44.5,F PARENTERAL ORDINARY,FP PARENT ORD VIALS,FPB PARENT ORD DRY VIALS,,,,,267001.0,6000.0,1570140.0,35284.0,527860.0,11862.0
TEICOPLANIN,HIKMA,TEICOPLANIN,HIKMA PHARMA,HIKMA PLC,J01X1 GLYCOPEPTIDE ANTIBACT.,J01X OTHER ANTIBACTERIALS,J01 SYSTEMIC ANTIBACTERIALS,J0 SYSTEMIC ANTI-INFECTIVES,TOTAL MARKET,PRIVATE MARKET,MONO,2023.0,0200MG,DRY VIAL IV 200 MG 1,202311,44.5,F PARENTERAL ORDINARY,FP PARENT ORD VIALS,FPB PARENT ORD DRY VIALS,,,22829.0,513.0,251204.0,5645.0,446915.0,10043.0,351462.0,7898.0
TEICOPLANIN,MS PHARMA,TICOPEX,MS PHARMA,MS PHARMA,J01X1 GLYCOPEPTIDE ANTIBACT.,J01X OTHER ANTIBACTERIALS,J01 SYSTEMIC ANTIBACTERIALS,J0 SYSTEMIC ANTI-INFECTIVES,TOTAL MARKET,LPO,MONO,2022.0,0200MG,VIAL IV/IM 200 MG 1,202211,44.5,F PARENTERAL ORDINARY,FP PARENT ORD VIALS,FPB PARENT ORD DRY VIALS,,,,,233358.0,5244.0,267000.0,6000.0,,
TEICOPLANIN,MS PHARMA,TICOPEX,MS PHARMA,MS PHARMA,J01X1 GLYCOPEPTIDE ANTIBACT.,J01X OTHER ANTIBACTERIALS,J01 SYSTEMIC ANTIBACTERIALS,J0 SYSTEMIC ANTI-INFECTIVES,TOTAL MARKET,PRIVATE MARKET,MONO,2022.0,0200MG,VIAL IV/IM 200 MG 1,202211,44.5,F PARENTERAL ORDINARY,FP PARENT ORD VIALS,FPB PARENT ORD DRY VIALS,757.0,17.0,1335.0,30.0,,,529464.0,11898.0,,
TEICOPLANIN,SANOFI,TARGOCID,SANOFI,SANOFI*,J01X1 GLYCOPEPTIDE ANTIBACT.,J01X OTHER ANTIBACTERIALS,J01 SYSTEMIC ANTIBACTERIALS,J0 SYSTEMIC ANTI-INFECTIVES,TOTAL MARKET,LPO,MONO,1999.0,0200MG,VIAL DRY 200 MG 1 3 ML,199912,215.0,F PARENTERAL ORDINARY,FP PARENT ORD VIALS,FPB PARENT ORD DRY VIALS,3404525.0,15835.0,3839470.0,17858.0,3475260.0,16164.0,1477910.0,6874.0,239080.0,1112.0
